"Year","Quarter","Group","Unit","Inflation Deflator","Adult Population","Working Age Population","Household Population","Real Total Factor Income","Real Factor Income Share","Real Factor Income Per Unit Growth","Real Factor Income Per Unit","Real Factor Income Threshold"
"1976","1","Bottom 50%","adult_equal_split","0.21819364","71344876.69819294","59886951.775805","47402975.548821814","1184323338905.818","0.16504087436473922","0","16599.977373509362","-35996.93387459116"
"1976","2","Bottom 50%","adult_equal_split","0.22039157666666667","71739729.24082147","60218391.76947021","47665323.73433638","1190000028918.4724","0.16480241923187247","-0.0007371480098743177","16587.74073322452","-27936.202775093116"
"1976","3","Bottom 50%","adult_equal_split","0.22324130666666667","72096567.64581297","60517922.621930964","47902414.541573405","1195541993227.1936","0.16438420827015057","-0.00105230359005148","16582.509157724446","-26076.82509678495"
"1976","4","Bottom 50%","adult_equal_split","0.2272430466666667","72444228.06731786","60809749.45716951","48133407.3069987","1195907339189.4385","0.1640227109373919","-0.005542457781323833","16507.972699745755","-22706.15842881831"
"1977","1","Bottom 50%","adult_equal_split","0.23089615666666666","72824254.59921066","61124931.71285394","48478773.44248965","1206869449417.5725","0.16365208418833363","-0.001663959651641278","16572.355680941684","-33921.45731905035"
"1977","2","Bottom 50%","adult_equal_split","0.23415516666666666","73235088.86699805","61464059.251728095","48891248.14137206","1232786547148.594","0.16305614235002616","0.01405422185668371","16833.277138332593","-25389.06671748223"
"1977","3","Bottom 50%","adult_equal_split","0.23700487999999997","73593674.3123004","61759329.33815855","49269000.1358543","1251485744038.546","0.1625119058090384","0.024419706415062876","17005.343947467147","-22131.564259820167"
"1977","4","Bottom 50%","adult_equal_split","0.24212833","73943412.95531832","62047172.57460282","49640894.33809487","1257816166221.6572","0.1627041664562897","0.02473173009364956","17010.523533471685","-20436.32916782476"
"1978","1","Bottom 50%","adult_equal_split","0.245645","74335528.20357604","62356818.3815523","50003324.15004847","1272459548679.781","0.16358548878862628","0.031193239827001236","17117.78444884403","-36185.52785587802"
"1978","2","Bottom 50%","adult_equal_split","0.25034402","74754612.71891882","62682184.331578285","50365002.7197121","1311934891714.0474","0.16370013398846672","0.05722345741970699","17549.885471910475","-32611.442402922567"
"1978","3","Bottom 50%","adult_equal_split","0.25459588666666666","75128265.71340549","62969430.1734746","50696149.922715805","1327728345344.47","0.16452364836339192","0.06462918481311818","17672.820379075478","-37297.10015966694"
"1978","4","Bottom 50%","adult_equal_split","0.25980271","75483922.13162582","63241587.01869339","51015168.328283735","1344424929882.5583","0.16482111404209868","0.07293794111946085","17810.74554576277","-36550.86628381778"
"1979","1","Bottom 50%","adult_equal_split","0.26453962","75871905.79534279","63528507.97053162","51341379.678411216","1351846330862.0164","0.1646081993485665","0.07334376411652314","17817.482198331654","-90053.37122750755"
"1979","2","Bottom 50%","adult_equal_split","0.27101971999999996","76279577.41525348","63825733.69276357","51673611.05063584","1342498817739.8333","0.16444315227153405","0.06022523629279704","17599.71493328405","-63278.99562136555"
"1979","3","Bottom 50%","adult_equal_split","0.27694654333333335","76657087.07127766","64097702.83844002","51985434.137117915","1340703781679.7292","0.16392699134535516","0.05359336266581522","17489.625981132176","-56365.041525463304"
"1979","4","Bottom 50%","adult_equal_split","0.28208517","77017938.09998171","64355747.939457595","52285953.235511936","1337646249336.5754","0.16321099882878112","0.046265469851429944","17367.983126217878","-63357.610466977756"
"1980","1","Bottom 50%","adult_equal_split","0.28801198","77415147.80004431","64676321.25405336","52623214.40442594","1328859882914.1602","0.16275860306463868","0.034060020093236575","17165.372936398366","-60109.27733507115"
"1980","2","Bottom 50%","adult_equal_split","0.2948634433333333","77815179.18925503","65015322.51759838","52968421.46972857","1285143133471.5813","0.16066636938548118","-0.005099424256679157","16515.327046230563","-73241.29233881981"
"1980","3","Bottom 50%","adult_equal_split","0.30144965333333335","78143257.9386722","65294201.90973443","53264578.6805222","1269907582095.8193","0.1579113646298741","-0.021021607695877548","16251.019161403005","-95909.83895444626"
"1980","4","Bottom 50%","adult_equal_split","0.3093015666666667","78466809.70124544","65569290.13790548","53557519.69265887","1288772938519.9756","0.1567053601409262","-0.010574915364541653","16424.434017731193","-94416.45002999605"
"1981","1","Bottom 50%","adult_equal_split","0.31744905333333334","78837637.32145275","65884499.42894924","53872206.6575345","1292351683324.0105","0.15585502552503383","-0.012494288197211177","16392.57247213755","-1012931.0417418983"
"1981","2","Bottom 50%","adult_equal_split","0.32373970999999996","79225495.32574534","66214254.32312554","54193336.05244132","1290105555203.9524","0.1559475660896946","-0.01903664050189832","16283.969571910218","-934393.038560945"
"1981","3","Bottom 50%","adult_equal_split","0.32983325","79544641.04228793","66486582.04940829","54467468.61887813","1299042402747.0027","0.15473147712289245","-0.01620433418414848","16330.985792699714","-886950.4716074868"
"1981","4","Bottom 50%","adult_equal_split","0.3355327066666667","79851663.33253731","66748771.680863716","54733251.40660486","1274275418445.654","0.1536239759447145","-0.038671445867639986","15958.032247105648","-974182.2294190545"
"1982","1","Bottom 50%","adult_equal_split","0.3401483566666667","80187592.71182454","67002335.0361621","55003366.63575822","1229662889171.5042","0.15009626885251767","-0.0762139612288918","15334.827341564238","-919704.1457026101"
"1982","2","Bottom 50%","adult_equal_split","0.34456694","80541798.27350934","67254765.72870491","55278298.88193578","1210811842453.3782","0.14723508530890478","-0.09437616962203847","15033.33509318504","-776022.0165403992"
"1982","3","Bottom 50%","adult_equal_split","0.3494554766666667","80846925.48175472","67466218.8298768","55519543.95600042","1177789967289.3787","0.14425638702109814","-0.12239953299964369","14568.147895187165","-953268.1204545563"
"1982","4","Bottom 50%","adult_equal_split","0.35307822333333333","81136928.69719169","67665086.35505229","55750377.08040898","1154933591764.403","0.14224078671615348","-0.1425062704880024","14234.376507825316","-749497.4772809953"
"1983","1","Bottom 50%","adult_equal_split","0.35574606333333336","81469180.86373378","67919495.59546068","56034317.29978261","1157473562491.1929","0.14076590014509874","-0.14412520975708873","14207.502152589399","-257598.38961872194"
"1983","2","Bottom 50%","adult_equal_split","0.35838355666666666","81816561.48334007","68196654.64909804","56340743.95661008","1176645866622.0461","0.1403787043149303","-0.13364267023280674","14381.512071509398","-231286.8180228672"
"1983","3","Bottom 50%","adult_equal_split","0.36219587000000003","82111978.38138123","68430497.75570522","56611400.88713453","1199691207632.1812","0.14080850836056624","-0.11985249157104988","14610.428725271213","-202448.5913288096"
"1983","4","Bottom 50%","adult_equal_split","0.36493950000000003","82397374.31030492","68655995.47848918","56875116.91167098","1228665202241.406","0.14036605942329003","-0.10171801534731116","14911.460620265718","-187486.14392196713"
"1984","1","Bottom 50%","adult_equal_split","0.36863805","82707024.54620673","68907405.35080586","57117451.277206875","1268354036681.7808","0.14080571314680995","-0.07617310325530396","15335.505583001323","-171567.63249128687"
"1984","2","Bottom 50%","adult_equal_split","0.37179094333333335","83033929.53942885","69176040.69648597","57352649.72384617","1306068606665.7048","0.1424195716494314","-0.05244832557086141","15729.33635575461","-132035.78431311416"
"1984","3","Bottom 50%","adult_equal_split","0.3750954266666667","83294956.26287632","69389794.76833048","57542339.44072565","1335682594643.1968","0.14419543133771395","-0.03400013409478092","16035.575916839714","-166169.4855843905"
"1984","4","Bottom 50%","adult_equal_split","0.37789966999999997","83542530.36002728","69592347.31983583","57722722.38155407","1361569506024.429","0.145662702653349","-0.018196230764255007","16297.920354539574","-205864.98504388554"
"1985","1","Bottom 50%","adult_equal_split","0.38163615666666667","83832996.78393777","69833719.29168318","57964906.42883167","1367623246725.7747","0.14548643774261297","-0.017247885302717522","16313.662867743367","-1325686.9474561538"
"1985","2","Bottom 50%","adult_equal_split","0.3840917566666667","84135023.91504973","70086318.331002","58234412.586540245","1380248435578.5608","0.14570801400599526","-0.011736069192840546","16405.15889045427","-1121733.9937029995"
"1985","3","Bottom 50%","adult_equal_split","0.38641098","84388147.61420459","70298254.23272294","58474559.10088501","1394533361993.0193","0.14547178868100752","-0.0045029931731563975","16525.2277887219","-1373839.6608094904"
"1985","4","Bottom 50%","adult_equal_split","0.3885710066666667","84626048.28702715","70497590.34697533","58709069.75561052","1404504549166.3093","0.1457780589480778","-0.0002035446641647809","16596.59853668973","-1327333.7042337228"
"1986","1","Bottom 50%","adult_equal_split","0.3905036366666667","84894118.57320535","70697270.51531337","58995589.40715667","1413248359046.265","0.14544510378899614","0.0028440225330328417","16647.188083207457","-1069288.038268565"
"1986","2","Bottom 50%","adult_equal_split","0.3919815833333333","85170221.64428927","70891237.88250564","59301723.01798906","1405910286540.2322","0.14482542695537828","-0.005597208025029943","16507.06384693904","-1128925.3356899982"
"1986","3","Bottom 50%","adult_equal_split","0.3935883333333334","85400816.04199351","71047362.52767439","59576054.83209718","1405303784364.615","0.14393788502306018","-0.008710059290997947","16455.390586356873","-789772.515092136"
"1986","4","Bottom 50%","adult_equal_split","0.3957332","85622850.38486123","71196421.90117364","59844237.0353707","1407604333901.0352","0.1433358316403561","-0.009662058667784237","16439.587418242623","-621951.3390809392"
"1987","1","Bottom 50%","adult_equal_split","0.3982646266666667","85866650.07128939","71358129.75577436","60131341.61842567","1415024469655.513","0.14249057543157548","-0.007268199592839579","16479.325424722076","-682743.7276714008"
"1987","2","Bottom 50%","adult_equal_split","0.40102338","86120144.701278","71525155.30390678","60427136.960164644","1433919416997.785","0.14184368502496353","0.003026711244027922","16650.22071167637","-646004.3992455186"
"1987","3","Bottom 50%","adult_equal_split","0.40406258","86335293.67173724","71660351.11584546","60695979.72031099","1446192426666.4204","0.14088727486971372","0.009090729249440273","16750.88327335877","-817417.7820838507"
"1987","4","Bottom 50%","adult_equal_split","0.4072836866666667","86536932.85282667","71784373.82181427","60955215.683690965","1468626111318.325","0.14104421547764473","0.022356237537956503","16971.09041079624","-878857.5608551494"
"1988","1","Bottom 50%","adult_equal_split","0.41047448","86776769.00501491","71952480.9404501","61190143.279893495","1484325181446.046","0.14068171640327518","0.030429025071423012","17105.098501192933","-735007.1341344137"
"1988","2","Bottom 50%","adult_equal_split","0.41446864666666666","87034832.26483835","72141878.88304834","61412365.02549753","1500562918542.972","0.14063286361306346","0.03861267264201246","17240.946865697493","-631640.07622057"
"1988","3","Bottom 50%","adult_equal_split","0.41942534666666664","87254290.977804","72299270.65583411","61607359.22876444","1513362208833.5312","0.14058005829834416","0.04483712336228891","17344.272606816605","-626836.4032493117"
"1988","4","Bottom 50%","adult_equal_split","0.42304816","87474085.8081128","72456942.52809148","61802588.111999996","1520846116622.5872","0.13918248384652876","0.04736574235677395","17386.247624911284","-827390.0925955685"
"1989","1","Bottom 50%","adult_equal_split","0.42745917000000005","87732936.44332165","72651905.32986914","62047483.265037514","1534350625112.8281","0.13958514906286293","0.05354830561066251","17488.878035036123","-450036.80773398344"
"1989","2","Bottom 50%","adult_equal_split","0.43201417999999997","88009006.481933","72863581.83340153","62315660.32541218","1530361341776.0022","0.13967573686033316","0.047512881015965715","17388.690123324635","-370403.5984909977"
"1989","3","Bottom 50%","adult_equal_split","0.43516708333333326","88244901.3114926","73041981.53451276","62555456.24776226","1540648871696.4993","0.14007011315560064","0.05173554640235494","17458.7862731946","-325457.0404036309"
"1989","4","Bottom 50%","adult_equal_split","0.4382669133333333","88518010.63583739","73251167.37815207","62821705.64903965","1550585421212.497","0.14081506777800604","0.055252902355539674","17517.174302432042","-298098.33217791916"
"1990","1","Bottom 50%","adult_equal_split","0.4429962533333333","88854728.0839477","73506649.82529362","63116318.53429579","1564112373338.2927","0.1405948121319252","0.06042489140231282","17603.029203584516","-15156712.383400815"
"1990","2","Bottom 50%","adult_equal_split","0.4479605166666667","89217624.99897058","73780597.19519109","63421161.70941642","1561552313882.041","0.13947526116963846","0.05438297332737463","17502.733500247945","-18820736.387962956"
"1990","3","Bottom 50%","adult_equal_split","0.45179553666666666","89554149.2944235","74032701.15685941","63707318.55308566","1540232024939.4973","0.13795538766319204","0.036079164890160345","17198.89069434114","-23667729.695620388"
"1990","4","Bottom 50%","adult_equal_split","0.45516065","89879085.93008907","74275200.89749867","63985276.84857442","1517048601803.6687","0.13614034591661284","0.016794881800583427","16878.77203138981","-23314342.581713945"
"1991","1","Bottom 50%","adult_equal_split","0.45961714000000004","90234177.453731","74536908.0911846","64287334.369286515","1504796260900.9192","0.13572895134020627","0.004613809103456674","16676.566500232435","-24706817.30142322"
"1991","2","Bottom 50%","adult_equal_split","0.4629898266666667","90592750.65480132","74798626.4384601","64593199.01901504","1485894603079.1975","0.13397234891975116","-0.011931479743793005","16401.91507972991","-27053795.42978384"
"1991","3","Bottom 50%","adult_equal_split","0.4666126133333333","90894388.16240524","75013335.21303661","64858468.329986036","1476160520521.911","0.13280568806498627","-0.02166178167383819","16240.392287853747","-30733210.869133245"
"1991","4","Bottom 50%","adult_equal_split","0.4693789566666666","91200238.85960402","75231538.21117294","65126718.87487283","1471003903618.7292","0.13160761086107975","-0.02834888501581716","16129.386523682579","-28694710.51838224"
"1992","1","Bottom 50%","adult_equal_split","0.47112214666666663","91531738.15629669","75483160.37905806","65436107.96931247","1466266360202.8923","0.12863039143014846","-0.03498588595304568","16019.212458296624","-13929714.42488598"
"1992","2","Bottom 50%","adult_equal_split","0.47395670333333334","91855673.66063882","75734667.57726161","65751526.40522665","1463928528681.4255","0.12723077790993068","-0.03992227944739696","15937.268437983654","-16524555.079566933"
"1992","3","Bottom 50%","adult_equal_split","0.47627589","92132562.03589547","75947388.17609918","66033248.562032215","1453135626065.4465","0.12597001894487853","-0.04986458521338548","15772.226387227733","-19131803.338896066"
"1992","4","Bottom 50%","adult_equal_split","0.47955003999999996","92391452.93121688","76145286.69638048","66301997.86503932","1433631964636.2695","0.12398326052570927","-0.06524373910479696","15516.932780606585","-16000116.755568102"
"1993","1","Bottom 50%","adult_equal_split","0.48224062","92674255.07677837","76361313.02462073","66546126.29164064","1451656346009.0823","0.12504496724521058","-0.056379826360549855","15664.073531601849","-7024612.490332097"
"1993","2","Bottom 50%","adult_equal_split","0.4851131366666667","92956872.13820702","76576393.73723602","66769255.06443123","1473264554359.0254","0.1254138189076594","-0.045245438035344136","15848.90412586813","-7714151.244826257"
"1993","3","Bottom 50%","adult_equal_split","0.48799313999999994","93200230.4110262","76759141.36769712","66964176.43504917","1482115683655.1836","0.12587280961681235","-0.04201740024732246","15902.489480110122","-8303171.53625759"
"1993","4","Bottom 50%","adult_equal_split","0.4906533866666667","93446785.47572465","76944535.19412285","67161379.77666688","1512629692502.673","0.12684327969699413","-0.024873949677188704","16187.070371678219","-6648133.397269567"
"1994","1","Bottom 50%","adult_equal_split","0.49300287333333337","93724395.69666535","77163260.81510562","67397161.79456419","1526991878047.2415","0.1264849787689694","-0.01853101071369551","16292.363014953757","-4083970.323888534"
"1994","2","Bottom 50%","adult_equal_split","0.4953827433333333","94012748.58320326","77394705.68429263","67648818.109271","1567193541192.7646","0.12780571358454582","0.004218891332590715","16670.01087417166","-4270904.602832829"
"1994","3","Bottom 50%","adult_equal_split","0.4982248733333334","94273406.07949424","77603348.96818878","67880558.07827869","1591170786331.4102","0.12855866717837183","0.01676386232479629","16878.25710879361","-4315729.498513251"
"1994","4","Bottom 50%","adult_equal_split","0.5009230266666667","94532300.15337007","77810540.53556497","68111028.76507033","1613695053929.0276","0.12884136623793951","0.028332937650879585","17070.303497439014","-4111633.6385212117"
"1995","1","Bottom 50%","adult_equal_split","0.5036439266666667","94817175.2623037","78043097.10376693","68343961.86997025","1630975878432.3293","0.12967575042486335","0.03622252604601101","17201.2704862845","-4418614.616383679"
"1995","2","Bottom 50%","adult_equal_split","0.5060616533333334","95108533.11467648","78282982.74020748","68574345.76681273","1620617691798.7898","0.12816435144419538","0.026487336819897962","17039.66656540419","-4539314.279506229"
"1995","3","Bottom 50%","adult_equal_split","0.5085551133333334","95347077.80586062","78479402.7324531","68767887.22603352","1630885595326.6926","0.1275867858185855","0.03040655649853804","17104.72552339143","-4620101.23736927"
"1995","4","Bottom 50%","adult_equal_split","0.5110031566666667","95596651.20796268","78684905.14021759","68970716.33659665","1636765726935.2734","0.12700040444111224","0.03142189759512817","17121.580162621216","-3817935.132997301"
"1996","1","Bottom 50%","adult_equal_split","0.51345881","95886831.51525684","78937889.27654387","69266346.01579762","1647402812432.2227","0.12617305501031797","0.0349832920825726","17180.699230530936","-12412480.313054895"
"1996","2","Bottom 50%","adult_equal_split","0.5155885","96202437.68488987","79218844.96382667","69611770.69155838","1674014189288.8613","0.12637521441273403","0.048251667549154435","17400.953963059423","-12334494.607517658"
"1996","3","Bottom 50%","adult_equal_split","0.51727863","96482041.80635785","79470166.2111919","69931211.31904389","1693550396863.0686","0.12672471031174082","0.05741177729973117","17553.011577657857","-12561864.105444953"
"1996","4","Bottom 50%","adult_equal_split","0.5200374133333333","96763197.46733744","79722771.53204209","70251811.75451435","1722436928289.8723","0.12709793241599412","0.07232299972814232","17800.53753258085","-12715994.656344302"
"1997","1","Bottom 50%","adult_equal_split","0.5231448633333334","97082242.4457364","80022291.91657665","70533170.35345042","1748758589514.7756","0.12773547635729599","0.08513198625493629","18013.166419103214","-29592447.42800002"
"1997","2","Bottom 50%","adult_equal_split","0.5241831933333333","97411250.23727755","80337886.48846045","70788385.68889697","1779810916925.8613","0.1282103309283246","0.10067031268973609","18271.102286343095","-29798718.284326777"
"1997","3","Bottom 50%","adult_equal_split","0.52647201","97690508.40790163","80612454.1220082","71007449.32765514","1810087648486.2566","0.12831554036680293","0.11619414222423102","18528.797505365925","-30102099.093764454"
"1997","4","Bottom 50%","adult_equal_split","0.5282227966666667","97959873.91617577","80878837.65113015","71219314.85942881","1846102540320.3564","0.12914849268916603","0.13527246967902087","18845.49730943984","-31129945.366537612"
"1998","1","Bottom 50%","adult_equal_split","0.5289731433333333","98268132.63759623","81156956.96163782","71485594.4793667","1870621451490.4763","0.12955332968602462","0.14674197850785503","19035.890896483754","-32305754.570341498"
"1998","2","Bottom 50%","adult_equal_split","0.5302236866666666","98589294.97082584","81435555.16504766","71774345.85412598","1905383239767.927","0.12999414120638764","0.1642468826313659","19326.471908859483","-33187338.32908621"
"1998","3","Bottom 50%","adult_equal_split","0.5324670666666667","98878459.74327512","81687724.584696","72039808.590589","1922273438580.75","0.12949006194374177","0.17113234646183925","19440.77045265146","-34036612.94981583"
"1998","4","Bottom 50%","adult_equal_split","0.53396775","99160909.0705051","81934343.58398242","72300368.37894033","1942458036584.5168","0.12962689765111082","0.18005880509459501","19588.94946398077","-27526102.60686772"
"1999","1","Bottom 50%","adult_equal_split","0.53570332","99500933.29238994","82245188.1450912","72618515.13037582","1968891628972.3894","0.12931734697414238","0.19202993579360012","19787.66996271958","-12088837.892596135"
"1999","2","Bottom 50%","adult_equal_split","0.53772696","99856053.21957402","82576859.513355","72955530.803483","1975880045636.3672","0.12927905841141285","0.19200666174623152","19787.28361405987","-12449230.093266314"
"1999","3","Bottom 50%","adult_equal_split","0.53962926","100173087.63779205","82877054.86017704","73264759.99909718","2000095352482.1697","0.1297753465816458","0.20279646866702522","19966.39416480958","-12346675.056517744"
"1999","4","Bottom 50%","adult_equal_split","0.5426230233333333","100473034.60115767","83163113.05417615","73561491.69723321","2029429270762.0525","0.12970760410217003","0.21679356526845936","20198.745651688212","-10449239.637919914"
"2000","1","Bottom 50%","adult_equal_split","0.5462306333333333","100794748.32475819","83478905.22833873","73843324.6633644","2069184619700.6182","0.12972043095107605","0.23667004343208958","20528.694739469527","-6998754.94553174"
"2000","2","Bottom 50%","adult_equal_split","0.54963364","101127583.31352907","83809789.57872055","74117901.90122618","2066021837878.133","0.1287102835182911","0.230715818823533","20429.854745690696","-6833837.757634657"
"2000","3","Bottom 50%","adult_equal_split","0.5528472066666666","101426687.17301917","84112733.96644104","74367765.25737113","2069985911975.777","0.12785375960650072","0.22944088926584796","20408.690943880305","-7001361.960643854"
"2000","4","Bottom 50%","adult_equal_split","0.55582573","101715712.12110531","84407314.06654505","74610235.24513632","2070822978546.4812","0.12755206939670838","0.22644318795624868","20358.929169968418","-6397533.451327082"
"2001","1","Bottom 50%","adult_equal_split","0.5595015866666667","102032698.9727394","84682419.2862898","74824070.26908943","2092721818856.8586","0.12787944469235837","0.23556225165111555","20510.3054209708","-25616335.785633683"
"2001","2","Bottom 50%","adult_equal_split","0.56286669","102361438.48769863","84945934.14026268","75021917.2003202","2094009183913.4797","0.12822881775894196","0.23235180519184978","20457.012082388126","-26287572.267203122"
"2001","3","Bottom 50%","adult_equal_split","0.56507979","102653653.99407594","85179131.68534791","75192960.93593399","2081067306246.794","0.12866659760589236","0.22124898994996656","20272.70560059061","-26596619.7142"
"2001","4","Bottom 50%","adult_equal_split","0.5668532666666667","102927115.73673618","85396765.01726443","75350254.40303557","2070626898707.1018","0.12853691753545676","0.21189376863021267","20117.409138358522","-26785807.10715124"
"2002","1","Bottom 50%","adult_equal_split","0.56863437","103226547.37953858","85655119.41662383","75582778.3317128","2082966620464.8357","0.1281552460447196","0.21557962670874845","20178.59429906418","-27482959.70768286"
"2002","2","Bottom 50%","adult_equal_split","0.57062008","103527327.5452189","85924178.01254332","75844395.8859817","2107339896538.175","0.12857454985563857","0.22623043194939257","20355.397425068528","-27870706.09647884"
"2002","3","Bottom 50%","adult_equal_split","0.5733561533333333","103788281.9738764","86160172.8803326","76076816.35695416","2110097771201.4355","0.1282383397860388","0.2247480583664938","20330.79005713332","-27432618.571512375"
"2002","4","Bottom 50%","adult_equal_split","0.5766833233333334","104048164.29829352","86395261.44924177","76308416.39041096","2134031145497.297","0.12847230107722207","0.2355457609154334","20510.031675131602","-19861761.099516835"
"2003","1","Bottom 50%","adult_equal_split","0.5795027433333334","104342204.18750791","86643294.03638837","76531953.7457996","2123363798500.4504","0.12821340474561693","0.22590525267364284","20349.99945644875","-8641943.544246512"
"2003","2","Bottom 50%","adult_equal_split","0.5815415199999999","104655109.88383728","86899287.2989512","76752780.77466865","2124470379561.21","0.12699910810516166","0.22287691381348965","20299.729099890887","-8721362.8110897"
"2003","3","Bottom 50%","adult_equal_split","0.58486871","104928442.47499226","87122422.19040461","76944587.3348689","2144022201905.5117","0.12653017189496735","0.23091639379772944","20433.184285724048","-8836637.92048159"
"2003","4","Bottom 50%","adult_equal_split","0.5884308833333333","105209505.49243371","87351977.24539621","77142066.49870859","2148639914772.2263","0.12554724856825852","0.230272067769602","20422.48848823597","-9331931.362701096"
"2004","1","Bottom 50%","adult_equal_split","0.5926297099999999","105526076.13740353","87609729.9978397","77381700.87229584","2151497739488.326","0.12444611155477647","0.22821276944401503","20388.30418262592","-9343988.924573248"
"2004","2","Bottom 50%","adult_equal_split","0.5974120733333333","105857923.3600428","87879521.32076071","77640603.22654146","2165495341321.1145","0.12413798772826316","0.23232820233039078","20456.620275421952","-9248337.197783692"
"2004","3","Bottom 50%","adult_equal_split","0.6012015933333333","106157426.91580708","88122460.0515487","77875788.75613694","2187710581141.7998","0.12377213751123003","0.2414578754289694","20608.172642285896","-9043587.095820019"
"2004","4","Bottom 50%","adult_equal_split","0.6058627366666666","106435441.84776682","88347561.29925956","78095209.0976376","2185991732029.1465","0.12327478993661928","0.23724227687097382","20538.193801607373","-7036079.382224091"
"2005","1","Bottom 50%","adult_equal_split","0.6107057966666666","106756788.13143732","88608871.51958244","78389935.37648462","2194097029240.864","0.12267847508212894","0.23809176265841472","20552.29524645801","-28933100.8443266"
"2005","2","Bottom 50%","adult_equal_split","0.6151015966666668","107100780.25487535","88888863.77038747","78726619.17171992","2206008952759.0273","0.12230533454623162","0.24081529947172867","20597.50589593494","-27903029.63079415"
"2005","3","Bottom 50%","adult_equal_split","0.6207100933333334","107408881.91983493","89138748.2944793","79041796.7354384","2214922332910.6357","0.12188469042355995","0.24225516255372753","20621.407590517072","-25523148.13940355"
"2005","4","Bottom 50%","adult_equal_split","0.6258108233333334","107705609.25012402","89378849.84368704","79353832.23285697","2234585249801.3516","0.12145163070244124","0.2498304748146829","20747.1576026462","-23135916.785021465"
"2006","1","Bottom 50%","adult_equal_split","0.6302445733333334","108028649.95831144","89646813.63206784","79624562.62843359","2264087031360.9443","0.12107807248779878","0.26254443595236254","20958.209069859357","-21160565.040056262"
"2006","2","Bottom 50%","adult_equal_split","0.6357469966666667","108361025.57027747","89925637.57472114","79870299.0057969","2272496089113.3784","0.12120874235313077","0.2633466750840765","20971.526221293952","-19094656.093364"
"2006","3","Bottom 50%","adult_equal_split","0.6401883166666668","108653402.3933477","90171267.01513813","80086553.0954043","2262937636369.7007","0.12048143116057529","0.25464759656856045","20827.121714766006","-18054552.41283373"
"2006","4","Bottom 50%","adult_equal_split","0.6424771566666666","108931510.07625856","90405052.50310479","80292289.18029197","2263346084579.6187","0.12040155168799402","0.2516702965353956","20777.69860158132","-12087262.441459915"
"2007","1","Bottom 50%","adult_equal_split","0.64858586","109242486.72707187","90649817.79865938","80550264.98418719","2263437784314.6606","0.12060053313853718","0.24815777901330763","20719.390890190603","-2457008.7325152657"
"2007","2","Bottom 50%","adult_equal_split","0.6530954433333334","109574414.62599559","90903819.7056588","80837695.01058173","2258673668571.6294","0.11962655083028113","0.2417576197519287","20613.14839126486","-2768696.970926343"
"2007","3","Bottom 50%","adult_equal_split","0.6566651866666667","109876733.79297848","91133260.34100978","81103276.24748181","2252883965207.266","0.12006842895821464","0.23516673476013977","20503.73984952976","-2940123.8729795185"
"2007","4","Bottom 50%","adult_equal_split","0.6593254199999999","110168758.85777529","91354172.09501962","81361240.38855453","2264527956166.3057","0.12035785330457585","0.23825968554198013","20555.082762525686","-3306091.805609837"
"2008","1","Bottom 50%","adult_equal_split","0.6617659333333333","110488835.56405109","91579250.46082623","81656591.44567049","2256166526437.775","0.12030946986439893","0.23011370998083394","20419.8597525255","-4013458.5439365767"
"2008","2","Bottom 50%","adult_equal_split","0.66497185","110822660.19485013","91806159.41832441","81970462.77923082","2236599060265.6934","0.1194074702816521","0.2157718156299812","20181.784630808084","-5003392.145836667"
"2008","3","Bottom 50%","adult_equal_split","0.6699815966666667","111122332.8795514","92004767.06528902","82259085.90068825","2196633231958.6077","0.1177853192620252","0.1908270828091372","19767.702630393836","-6153293.473114745"
"2008","4","Bottom 50%","adult_equal_split","0.6716035033333334","111419245.30225097","92201094.81406476","82545657.73543505","2092098453427.9304","0.11590433926184873","0.13113491980181508","18776.814075096456","-7404102.549217112"
"2009","1","Bottom 50%","adult_equal_split","0.67107298","111748036.54985495","92394502.2358266","82795149.61416478","2010029871180.4258","0.11352150300750403","0.08356536367190699","17987.1605196721","-7613415.451355494"
"2009","2","Bottom 50%","adult_equal_split","0.6699588899999999","112107689.44926117","92598714.09679346","83037143.65755036","1995216384744.4941","0.11178231680622003","0.07212915132688578","17797.3196535061","-7870566.196273923"
"2009","3","Bottom 50%","adult_equal_split","0.67075467","112436051.65933013","92777008.69592291","83255942.45142345","1989851406917.2434","0.11037346257279866","0.06612361694939367","17697.627918723898","-8302223.753087688"
"2009","4","Bottom 50%","adult_equal_split","0.6728768133333333","112747901.69776528","92941643.73083007","83462505.67909396","2024477621819.406","0.11039634294004955","0.08167555792780973","17955.789787079757","-6416898.453511212"
"2010","1","Bottom 50%","adult_equal_split","0.6748094933333334","113078929.93955784","93135862.92490011","83771674.71217705","2023633121879.8887","0.10935575914290566","0.0780591572594929","17895.757617812153","-3710948.343591085"
"2010","2","Bottom 50%","adult_equal_split","0.6781063866666667","113437623.22320527","93359723.35418873","84145606.33607578","2038014484531.9895","0.1088574724014936","0.08228752290991138","17965.948391936025","-3993410.2658413835"
"2010","3","Bottom 50%","adult_equal_split","0.6801678333333333","113758117.63320458","93552104.84266871","84491264.92539245","2066163048272.8992","0.10854030007639409","0.0941445389116251","18162.77458928181","-3980570.3177072606"
"2010","4","Bottom 50%","adult_equal_split","0.6841165633333333","114060130.68129103","93729277.2197154","84823212.67849459","2058751820589.545","0.10777440604987454","0.08733316643515793","18049.705960289913","-4067664.7327927765"
